id,type,label,category,year,journal
"P055","Paper","Vinylogous Urea - Urethane Vitrimers: Accelerating and Inhibiting Network Dynamics through Hydrogen ","vitrimers","2024","Angew. Chem. Int. Ed. 2024, e202318412"
"MAT_Vinylogous_urethane__VU_O","Material","Vinylogous urethane (VU_O","material","",""
"MAT_from_acetoacetate_","Material","from acetoacetate)","material","",""
"MAT_vinylogous_urea__VUN","Material","vinylogous urea (VUN","material","",""
"MAT_from_acetoacetamide_","Material","from acetoacetamide)","material","",""
"MAT_poly_trifunctional_amine_crosslinker","Material","poly trifunctional amine crosslinker","material","",""
"METH_tan__","Method","tanδ)","method","",""
"METH_model_compound_kinetics","Method","model compound kinetics","method","",""
"CONC_Dynamic_Covalent_Chemistry","Concept","Dynamic Covalent Chemistry","concept","",""
"INST_Ghent_University","Institution","Ghent University","institution","",""
"P056","Paper","Tough and Stretchable All-κ-Carrageenan Hydrogel Based on the Cooperative Effects between Chain Conf","hydrogel","2023","Carbohydrate Polymers 2023 (DOI: 10.1016/j.carbpol.2023.120869)"
"MAT_Carrageenan","Material","Carrageenan","material","",""
"MAT_M__4_20_10__Da_","Material","Mη=4.20×10⁵ Da)","material","",""
"MAT_NaOH_urea_solvent","Material","NaOH/urea solvent","material","",""
"MAT_epichlorohydrin__crosslinker","Material","epichlorohydrin  crosslinker","material","",""
"MAT_KCl","Material","KCl","material","",""
"METH_Freeze_thawing_dissolution","Method","Freeze-thawing dissolution","method","",""
"METH_stepwise_mechanical_training","Method","stepwise mechanical training","method","",""
"INST_North_University_of_China","Institution","North University of China","institution","",""
"P057","Paper","Synthesis of Topological Gels by Penetrating Polymerization Using a Molecular Net","polymerization","2024","Angew. Chem. Int. Ed. 2024, e202317045"
"MAT_000_","Material","000)","material","",""
"MAT_N_isopropylacrylamide","Material","N-isopropylacrylamide","material","",""
"MAT_PNIPAAm","Material","PNIPAAm","material","",""
"METH_swelling_tests","Method","swelling tests","method","",""
"METH_cycle_tests","Method","cycle tests","method","",""
"INST_Kansai_University","Institution","Kansai University","institution","",""
"P058","Paper","Moderated Ionic Bonding for Water-Free Recyclable Polyelectrolyte Complex Materials","ionic_material","2024","Science Advances 2024, 10, eadi3606"
"MAT_Polycation","Material","Polycation","material","",""
"MAT_polyanion","Material","polyanion","material","",""
"MAT_Ionic_Liquids","Material","Ionic Liquids","material","",""
"MAT_IL_","Material","IL)","material","",""
"MAT_dioctylphthalate","Material","dioctylphthalate","material","",""
"METH_Hot_pressing","Method","Hot-pressing","method","",""
"METH_XPS","Method","XPS","method","",""
"CONC_Recyclability","Concept","Recyclability","concept","",""
"INST_Wageningen_University_and_Research","Institution","Wageningen University and Research","institution","",""
"P060","Paper","Ultra-Stretchable and Fast Self-Healing Ionic Hydrogel in Cryogenic Environments for Artificial Nerv","hydrogel","2022","Adv. Mater. 2022, 34, 2105416"
"METH_EIS","Method","EIS","method","",""
"INST_CAS_Beijing","Institution","CAS Beijing","institution","",""
"P061","Paper","Organogels versus Hydrogels: Advantages, Challenges, and Applications","hydrogel","2023","Adv. Funct. Mater. 2023, 2301421"
"MAT_Organogels","Material","Organogels","material","",""
"MAT_Ionogels","Material","Ionogels","material","",""
"MAT_fluorogels","Material","fluorogels","material","",""
"MAT_magnetogels","Material","magnetogels","material","",""
"MAT_bigels_","Material","bigels)","material","",""
"METH_Review_article_covering_classification","Method","Review article covering classification","method","",""
"METH_properties","Method","properties","method","",""
"METH_and_applications","Method","and applications","method","",""
"INST_KIT_Karlsruhe","Institution","KIT Karlsruhe","institution","",""
"P062","Paper","Dissolution-Crystallization Transition within a Polymer Hydrogel for a Processable Ultratough Electr","hydrogel","2019","Adv. Mater. 2019, 31, 1900248"
"MAT_Acrylamide__AAm","Material","Acrylamide (AAm","material","",""
"MAT_15_wt__","Material","15 wt%)","material","",""
"MAT_NaAc_3H_O_crystals","Material","NaAc·3H₂O crystals","material","",""
"MAT_DMAPS","Material","DMAPS","material","",""
"MAT_agar","Material","agar","material","",""
"MAT_CMC","Material","CMC","material","",""
"MAT_Na_S_O__5H_O","Material","Na₂S₂O₃·5H₂O","material","",""
"MAT_MgSO__7H_O","Material","MgSO₄·7H₂O","material","",""
"METH_UV_polymerization","Method","UV polymerization","method","",""
"METH_molecular_simulation","Method","molecular simulation","method","",""
"INST_Tongji_University","Institution","Tongji University","institution","",""
"P063","Paper","A hyperelastic hydrogel with an ultralarge reversible biaxial strain","hydrogel","2024","Science 2024, 383, 1455-1461"
"MAT_Poly_2_ethyl_trimethylammonium_chloride_","Material","Poly[2-ethyl]trimethylammonium chloride (PAETC","material","",""
"MAT_25_wt__polymer_","Material","25 wt% polymer)","material","",""
"METH_SLS","Method","SLS","method","",""
"METH_compression_tensile_cycling","Method","compression/tensile cycling","method","",""
"INST_Tsinghua_University","Institution","Tsinghua University","institution","",""
"P064","Paper","Toughening Hydrogels with Small Molecules: Tiny Matter, Big Impact","hydrogel","2025","Materials Horizons 2025 (DOI: 10.1039/D5MH00588D)"
"MAT_Review_covering_ions","Material","Review covering ions","material","",""
"MAT_solvents","Material","solvents","material","",""
"MAT_monomers","Material","monomers","material","",""
"METH_Review_article_organizing_toughening_str","Method","Review article organizing toughening strategies by","method","",""
"CONC_Fillers","Concept","Fillers","concept","",""
"CONC_Soft_Robotics","Concept","Soft Robotics","concept","",""
"INST_Sichuan_University","Institution","Sichuan University","institution","",""
"P065","Paper","Self-healable, Regenerable, and Degradable Dynamic Covalent Nitroalcohol Organogels","self_healing","2023","Macromolecular Rapid Communications 2023 (DOI: 10.1002/marc.202300011)"
"MAT_6_pyridinetricarboxaldehyde____","Material","6-pyridinetricarboxaldehyde + α","material","",""
"MAT___dinitroalkanes","Material","ω-dinitroalkanes","material","",""
"MAT_DMSO_solvent","Material","DMSO solvent","material","",""
"MAT_triethylamine_catalyst","Material","triethylamine catalyst","material","",""
"METH_tube_inversion_gelation_test","Method","tube inversion gelation test","method","",""
"METH_xerogel_formation","Method","xerogel formation","method","",""
"INST_University_of_Massachusetts_Lowell","Institution","University of Massachusetts Lowell","institution","",""
"P066","Paper","Locking aggregation states in tough hydrogels through protective domain formation","hydrogel","2025","Materials Today 2025 (DOI: 10.1016/j.mattod.2025.12.005)"
"METH_FEA_simulation","Method","FEA simulation","method","",""
"INST_UCLA","Institution","UCLA","institution","",""
"P067","Paper","Triboelectric nanogenerator: from alternating current to direct current","triboelectric","2021","iScience 2021, 24, 102018"
"MAT_Review_covering_TENG_materials__FEP","Material","Review covering TENG materials (FEP","material","",""
"MAT_liquid_metals","Material","liquid metals","material","",""
"MAT_polymers_","Material","polymers)","material","",""
"METH_Review_of_TENG_physics","Method","Review of TENG physics","method","",""
"METH_working_modes","Method","working modes","method","",""
"METH_DC_TENG_designs","Method","DC-TENG designs","method","",""
"P068","Paper","Highly Robust and Environment-Tolerant Conducting Polymer Organohydrogels through the Synergy of Sal","hydrogel","2025","Macromolecules 2025 (DOI: 10.1021/acs.macromol.5c01862)"
"METH_Raman","Method","Raman","method","",""
"METH_panttear_test","Method","panttear test","method","",""
"P069","Paper","A conceptual review on polymer electrolytes and ion transport models","ionic_material","2018","J. Sci.: Adv. Mater. Devices 2018, 3, 1-17"
"MAT_PEO","Material","PEO","material","",""
"MAT_PCL","Material","PCL","material","",""
"MAT_Chitosan","Material","Chitosan","material","",""
"MAT_PVP","Material","PVP","material","",""
"MAT_PVC","Material","PVC","material","",""
"MAT_PVDF","Material","PVDF","material","",""
"MAT_LiClO_","Material","LiClO₄","material","",""
"MAT_NaSCN","Material","NaSCN","material","",""
"CONC_Percolation","Concept","Percolation","concept","",""
"CONC_Ion_Transport","Concept","Ion Transport","concept","",""
"INST_University_of_Sulaimani__Iraq_","Institution","University of Sulaimani (Iraq)","institution","",""
"P070","Paper","Ionic liquid-based gels for biomedical applications","hydrogel","2023","Chem. Eng. J. 2023, 452, 139248"
"MAT_choline","Material","choline","material","",""
"MAT_phosphonium_","Material","phosphonium)","material","",""
"MAT_PILs","Material","PILs","material","",""
"MAT_GelMA","Material","GelMA","material","",""
"MAT_various_monomers","Material","various monomers","material","",""
"METH_Review_of_radical_polymerization__thermo","Method","Review of radical polymerization (thermochemical","method","",""
"METH_photochemical","Method","photochemical","method","",""
"METH_redox_","Method","redox)","method","",""
"METH_physical_crosslinking","Method","physical crosslinking","method","",""
"CONC_Drug_Delivery","Concept","Drug Delivery","concept","",""
"INST_Northeastern_University__Shenyang_","Institution","Northeastern University (Shenyang)","institution","",""
"P071","Paper","Molecular charge states and contact charge exchange in polymers","other","1977","J. Appl. Phys. 1977, 48, 4256-4266"
"MAT_styrene_MMA_copolymers","Material","styrene/MMA copolymers","material","",""
"METH_Contact_charge_exchange_spectroscopy","Method","Contact charge exchange spectroscopy","method","",""
"METH_film_potential_measurement","Method","film potential measurement","method","",""
"METH_molecular_orbital_analysis","Method","molecular-orbital analysis","method","",""
"CONC_Homopolymers","Concept","Homopolymers","concept","",""
"INST_Xerox_Corporation","Institution","Xerox Corporation","institution","",""
"P072","Paper","Soft Actuators for Small-Scale Robotics","hydrogel","2017","Adv. Mater. 2017, 29, 1603483"
"MAT_Review_covering_polymers","Material","Review covering polymers","material","",""
"MAT_gels","Material","gels","material","",""
"MAT_ionic_polymers","Material","ionic polymers","material","",""
"MAT_ferrogels","Material","ferrogels","material","",""
"MAT_paper","Material","paper","material","",""
"METH_Review_of_actuation_mechanisms__thermal","Method","Review of actuation mechanisms (thermal","method","",""
"METH_light","Method","light","method","",""
"METH_pressure","Method","pressure","method","",""
"METH_chemical","Method","chemical","method","",""
"METH_electric_magnetic_","Method","electric/magnetic)","method","",""
"INST_Max_Planck_Institute_for_Intelligent_Sys","Institution","Max Planck Institute for Intelligent Systems","institution","",""
"P073","Paper","Artificial Muscles: Mechanisms, Applications, and Challenges","tpu_elastomer","2018","Adv. Mater. 2018, 30, 1704407"
"MAT_Review_covering_nylon_fibers","Material","Review covering nylon fibers","material","",""
"MAT_ionic_polymer_metal_composites","Material","ionic polymer-metal composites","material","",""
"MAT_conducting_polymers","Material","conducting polymers","material","",""
"MAT_piezoelectrics","Material","piezoelectrics","material","",""
"MAT_magnetostrictive_materials","Material","magnetostrictive materials","material","",""
"MAT_pneumatic_actuators","Material","pneumatic actuators","material","",""
"METH_Review_of_actuation_mechanisms","Method","Review of actuation mechanisms","method","",""
"METH_performance_metrics_comparison","Method","performance metrics comparison","method","",""
"CONC_Energy_Harvesting","Concept","Energy Harvesting","concept","",""
"INST_MIT_BioInstrumentation_Laboratory","Institution","MIT BioInstrumentation Laboratory","institution","",""
"P074","Paper","Electronic skin based on flexible capacitor","other","2020","IEEE CYBER 2020 (10th International Conference)"
"MAT_Copper_foil","Material","Copper foil","material","",""
"MAT_Polyurethane","Material","Polyurethane","material","",""
"MAT_supercapacitor_material","Material","supercapacitor material","material","",""
"MAT_FDC2214_chip","Material","FDC2214 chip","material","",""
"MAT_STM32","Material","STM32","material","",""
"METH_Capacitive_sensing","Method","Capacitive sensing","method","",""
"METH_FDC2214_capacitance_to_digital_converter","Method","FDC2214 capacitance-to-digital converter","method","",""
"METH_double_layer_sandwich_structure","Method","double-layer sandwich structure","method","",""
"INST_Beihang_University","Institution","Beihang University","institution","",""
"P075","Paper","Ionic Gels and Their Applications in Stretchable Electronics","hydrogel","2018","Macromol. Rapid Commun. 2018, 39, 1800246"
"MAT_Ag_nanowires","Material","Ag nanowires","material","",""
"MAT_conductive_polymers","Material","conductive polymers","material","",""
"METH_Review_of_ionic_gel_preparation","Method","Review of ionic gel preparation","method","",""
"METH_EDL_transistor_fabrication","Method","EDL transistor fabrication","method","",""
