paper_id,figure_or_table,content,key_observation,supported_conclusion,importance_level
P194,Fig. 1,,,,
P194,Fig. 3,,,,
P195,Fig. 4d,,,,
P195,Fig. 6b,,,,
P195,Fig. 2d,,,,
P195,Fig. 2b,,,,
P195,Fig. 4,,,,
P195,Fig. 4a,,,,
P195,Fig. 7b,,,,
P195,Fig. 5d,,,,
P195,Fig. 7,,,,
P195,Fig. 5g,,,,
P195,Fig. 3b,,,,
P195,Fig. 2,,,,
P195,Fig. 1,,,,
P195,Fig. 5a,,,,
P195,Fig. 7g,,,,
P195,Fig. 3c,,,,
P195,Fig. 3a,,,,
P195,Fig. 4b,,,,
P195,Fig. 4e,,,,
P195,Fig. 2c,,,,
P195,Fig. 5i,,,,
P195,Fig. 7a,,,,
P195,Fig. 7f,,,,
P195,Fig. 6a,,,,
P195,Fig. 7e,,,,
P195,Fig. 3d,,,,
P195,Fig. 6,,,,
P195,Fig. 3,,,,
P195,Fig. 4c,,,,
P195,Fig. 2a,,,,
P195,Fig. 5,,,,
P196,Fig. 2,,,,
P196,Fig. 4,,,,
P196,Fig. 8,,,,
P196,Fig. 1,,,,
P196,Fig. 7,,,,
P196,Fig. 6,,,,
P196,Fig. 3,,,,
P196,Fig. 9,,,,
P196,Fig. 10,,,,
P196,Fig. 5,,,,
P197,Fig. 2,,,,
P197,Fig. 4,,,,
P197,Fig. 8,,,,
P197,Fig. 1,,,,
P197,Fig. 7,,,,
P197,Fig. 6,,,,
P197,Fig. 3,,,,
P197,Fig. 5s,,,,
P197,Fig. 5,,,,
P198,Fig. 2b,,,,
P198,Fig. 4a,,,,
P198,Fig. 4,,,,
P198,Fig. 1a,,,,
P198,Fig. 2,,,,
P198,Fig. 1b,,,,
P198,Fig. 1,,,,
P198,Fig. 5a,,,,
P198,Fig. 2e,,,,
P198,Fig. 3a,,,,
P198,Fig. 4b,,,,
P198,Fig. 2c,,,,
P198,Fig. 1c,,,,
P198,Fig. 1d,,,,
P198,Fig. 5b,,,,
P198,Fig. 3,,,,
P198,Fig. 4c,,,,
P198,Fig. 2a,,,,
P198,Fig. 5,,,,
P199,Fig. 13,,,,
P199,Fig. 2,,,,
P199,Fig. 4,,,,
P199,Fig. 8,,,,
P199,Fig. 14,,,,
P199,Fig. 5d,,,,
P199,Fig. 1,,,,
P199,Fig. 7,,,,
P199,Fig. 6,,,,
P199,Fig. 3,,,,
P199,Fig. 9,,,,
P199,Fig. 12,,,,
P199,Fig. 10,,,,
P199,Fig. 11,,,,
P199,Fig. 5,,,,
P200,Fig. 2b,,,,
P200,Fig. 4a,,,,
P200,Fig. 4,,,,
P200,Fig. 1f,,,,
P200,Fig. 3e,,,,
P200,Fig. 1a,,,,
P200,Fig. 1g,,,,
P200,Fig. 4f,,,,
P200,Fig. 2,,,,
P200,Fig. 1b,,,,
P200,Fig. 1,,,,
P200,Fig. 5a,,,,
P200,Fig. 3c,,,,
P200,Fig. 2e,,,,
P200,Fig. 3a,,,,
P200,Fig. 4e,,,,
P200,Fig. 1h,,,,
P200,Fig. 2c,,,,
P200,Fig. 1d,,,,
P200,Fig. 1e,,,,
P200,Fig. 3d,,,,
P200,Fig. 5b,,,,
P200,Fig. 3,,,,
P200,Fig. 4c,,,,
P200,Fig. 2a,,,,
P200,Fig. 5,,,,
P201,Fig. 3,,,,
P201,Fig. 4,,,,
P201,Fig. 7b,,,,
P201,Fig. 7,,,,
P201,Fig. 10b,,,,
P201,Fig. 3b,,,,
P201,Fig. 9,,,,
P201,Fig. 12b,,,,
P201,Fig. 9e,,,,
P201,Fig. 14b,,,,
P201,Fig. 13,,,,
P201,Fig. 2,,,,
P201,Fig. 8,,,,
P201,Fig. 14,,,,
P201,Fig. 1,,,,
P201,Fig. 5a,,,,
P201,Fig. 10,,,,
P201,Fig. 11,,,,
P201,Fig. 3a,,,,
P201,Fig. 9b,,,,
P201,Fig. 7a,,,,
P201,Fig. 14a,,,,
P201,Fig. 12,,,,
P201,Fig. 9c,,,,
P201,Fig. 9d,,,,
P201,Fig. 12a,,,,
P201,Fig. 10a,,,,
P201,Fig. 6,,,,
P201,Fig. 5b,,,,
P201,Fig. 9a,,,,
P201,Fig. 5,,,,
P202,Fig. 2,,,,
P202,Fig. 4,,,,
P202,Fig. 1,,,,
P202,Fig. 3,,,,
P202,Fig. 5,,,,
P203,Fig. 2,,,,
P203,Fig. 4,,,,
P203,Fig. 1,,,,
P203,Fig. 6,,,,
P203,Fig. 3,,,,
P203,Fig. 5,,,,
P204,Fig. 2b,,,,
P204,Fig. 2,,,,
P204,Fig. 4,,,,
P204,Fig. 1,,,,
P204,Fig. 6,,,,
P204,Fig. 3,,,,
P204,Fig. 2a,,,,
P204,Fig. 5,,,,
P205,Fig. 1d,,,,
P205,Fig. 2,,,,
P205,Fig. 4,,,,
P205,Fig. 7b,,,,
P205,Fig. 8,,,,
P205,Fig. 1,,,,
P205,Fig. 7,,,,
P205,Fig. 1a,,,,
P205,Fig. 6,,,,
P205,Fig. 1g,,,,
P205,Fig. 3,,,,
P205,Fig. 9,,,,
P205,Fig. 5,,,,
P206,Fig. 2,,,,
P206,Fig. 4,,,,
P206,Fig. 1,,,,
P206,Fig. 6,,,,
P206,Fig. 3,,,,
P206,Fig. 5,,,,
P207,Fig. 15,,,,
P207,Fig. 4d,,,,
P207,Fig. 2d,,,,
P207,Fig. 2b,,,,
P207,Fig. 7b,,,,
P207,Fig. 4a,,,,
P207,Fig. 13a,,,,
P207,Fig. 3g,,,,
P207,Fig. 17a,,,,
P207,Fig. 4,,,,
P207,Fig. 5d,,,,
P207,Fig. 1f,,,,
P207,Fig. 5g,,,,
P207,Fig. 3e,,,,
P207,Fig. 1a,,,,
P207,Fig. 3b,,,,
P207,Fig. 18a,,,,
P207,Fig. 25a,,,,
P207,Fig. 9,,,,
P207,Fig. 3h,,,,
P207,Fig. 5c,,,,
P207,Fig. 4f,,,,
P207,Fig. 24s,,,,
P207,Fig. 2,,,,
P207,Fig. 8,,,,
P207,Fig. 1b,,,,
P207,Fig. 14,,,,
P207,Fig. 1,,,,
P207,Fig. 4g,,,,
P207,Fig. 21,,,,
P207,Fig. 5e,,,,
P207,Fig. 19a,,,,
P207,Fig. 5a,,,,
P207,Fig. 23a,,,,
P207,Fig. 5h,,,,
P207,Fig. 10,,,,
P207,Fig. 11,,,,
P207,Fig. 5f,,,,
P207,Fig. 3c,,,,
P207,Fig. 2e,,,,
P207,Fig. 3a,,,,
P207,Fig. 19,,,,
P207,Fig. 4e,,,,
P207,Fig. 2c,,,,
P207,Fig. 3i,,,,
P207,Fig. 1c,,,,
P207,Fig. 5i,,,,
P207,Fig. 20,,,,
P207,Fig. 7a,,,,
P207,Fig. 3j,,,,
P207,Fig. 4h,,,,
P207,Fig. 12,,,,
P207,Fig. 3f,,,,
P207,Fig. 16,,,,
P207,Fig. 1d,,,,
P207,Fig. 1e,,,,
P207,Fig. 18b,,,,
P207,Fig. 22,,,,
P207,Fig. 3d,,,,
P207,Fig. 6,,,,
P207,Fig. 5b,,,,
P207,Fig. 3,,,,
P207,Fig. 4c,,,,
P207,Fig. 2a,,,,
P207,Fig. 5,,,,
P208,Fig. 4d,,,,
P208,Fig. 6b,,,,
P208,Fig. 2b,,,,
P208,Fig. 6d,,,,
P208,Fig. 4,,,,
P208,Fig. 8d,,,,
P208,Fig. 7b,,,,
P208,Fig. 5d,,,,
P208,Fig. 7,,,,
P208,Fig. 5g,,,,
P208,Fig. 8o,,,,
P208,Fig. 1a,,,,
P208,Fig. 3b,,,,
P208,Fig. 9,,,,
P208,Fig. 6c,,,,
P208,Fig. 5c,,,,
P208,Fig. 2,,,,
P208,Fig. 8,,,,
P208,Fig. 1b,,,,
P208,Fig. 1,,,,
P208,Fig. 5e,,,,
P208,Fig. 5a,,,,
P208,Fig. 5f,,,,
P208,Fig. 3c,,,,
P208,Fig. 3a,,,,
P208,Fig. 8f,,,,
P208,Fig. 2c,,,,
P208,Fig. 7a,,,,
P208,Fig. 8a,,,,
P208,Fig. 6a,,,,
P208,Fig. 9h,,,,
P208,Fig. 9d,,,,
P208,Fig. 8e,,,,
P208,Fig. 3d,,,,
P208,Fig. 6,,,,
P208,Fig. 5b,,,,
P208,Fig. 3,,,,
P208,Fig. 2a,,,,
P208,Fig. 5,,,,
P209,Fig. 06,,,,
P209,Fig. 2,,,,
P209,Fig. 8,,,,
P209,Fig. 4,,,,
P209,Fig. 1,,,,
P209,Fig. 7,,,,
P209,Fig. 6,,,,
P209,Fig. 3,,,,
P209,Fig. 5,,,,
P211,Fig. 4d,,,,
P211,Fig. 2d,,,,
P211,Fig. 2b,,,,
P211,Fig. 4a,,,,
P211,Fig. 4,,,,
P211,Fig. 3g,,,,
P211,Fig. 4i,,,,
P211,Fig. 3e,,,,
P211,Fig. 1a,,,,
P211,Fig. 3b,,,,
P211,Fig. 5c,,,,
P211,Fig. 4f,,,,
P211,Fig. 2,,,,
P211,Fig. 4g,,,,
P211,Fig. 1,,,,
P211,Fig. 5a,,,,
P211,Fig. 2g,,,,
P211,Fig. 3c,,,,
P211,Fig. 2e,,,,
P211,Fig. 3a,,,,
P211,Fig. 4e,,,,
P211,Fig. 1c,,,,
P211,Fig. 4h,,,,
P211,Fig. 3f,,,,
P211,Fig. 1d,,,,
P211,Fig. 3d,,,,
P211,Fig. 5b,,,,
P211,Fig. 3,,,,
P211,Fig. 2a,,,,
P211,Fig. 5,,,,
P212,Fig. 2,,,,
P212,Fig. 1,,,,
P212,Fig. 3,,,,
P213,Fig. 60616,,,,
P213,Fig. 2,,,,
P213,Fig. 4,,,,
P213,Fig. 1,,,,
P213,Fig. 6,,,,
P213,Fig. 3,,,,
P213,Fig. 5,,,,
P214,Fig. 2,,,,
P214,Fig. 4,,,,
P214,Fig. 1,,,,
P214,Fig. 6,,,,
P214,Fig. 3,,,,
P214,Fig. 11,,,,
P214,Fig. 5,,,,
P215,Fig. 2,,,,
P215,Fig. 4,,,,
P215,Fig. 8,,,,
P215,Fig. 1,,,,
P215,Fig. 7,,,,
P215,Fig. 6,,,,
P215,Fig. 3,,,,
P215,Fig. 9,,,,
P215,Fig. 5,,,,
P216,Fig. 3c,,,,
P216,Fig. 1d,,,,
P216,Fig. 3a,,,,
P216,Fig. 2,,,,
P216,Fig. 2c,,,,
P216,Fig. 4,,,,
P216,Fig. 4a,,,,
P216,Fig. 1,,,,
P216,Fig. 3b,,,,
P216,Fig. 3,,,,
P216,Fig. 2a,,,,
P216,Fig. 5,,,,
P217,Fig. 2,,,,
P217,Fig. 4,,,,
P217,Fig. 1,,,,
P217,Fig. 3,,,,
P219,Fig. 6b,,,,
P219,Fig. 2b,,,,
P219,Fig. 4,,,,
P219,Fig. 2s,,,,
P219,Fig. 7b,,,,
P219,Fig. 7,,,,
P219,Fig. 10b,,,,
P219,Fig. 3b,,,,
P219,Fig. 9,,,,
P219,Fig. 4s,,,,
P219,Fig. 2,,,,
P219,Fig. 8,,,,
P219,Fig. 1,,,,
P219,Fig. 10,,,,
P219,Fig. 11,,,,
P219,Fig. 3a,,,,
P219,Fig. 12s,,,,
P219,Fig. 7a,,,,
P219,Fig. 8a,,,,
P219,Fig. 12,,,,
P219,Fig. 10a,,,,
P219,Fig. 6,,,,
P219,Fig. 11b,,,,
P219,Fig. 3,,,,
P219,Fig. 5,,,,
P220,Fig. 4b,,,,
P220,Fig. 2,,,,
P220,Fig. 4,,,,
P220,Fig. 1c,,,,
P220,Fig. 4a,,,,
P220,Fig. 1,,,,
P220,Fig. 7,,,,
P220,Fig. 7b,,,,
P220,Fig. 3b,,,,
P220,Fig. 6,,,,
P220,Fig. 7a,,,,
P220,Fig. 3,,,,
P220,Fig. 1s,,,,
P220,Fig. 5,,,,
P221,Fig. 2,,,,
P221,Fig. 4,,,,
P221,Fig. 1,,,,
P221,Fig. 7,,,,
P221,Fig. 6,,,,
P221,Fig. 3,,,,
P221,Fig. 5,,,,
P222,Fig. 2,,,,
P222,Fig. 4,,,,
P222,Fig. 8,,,,
P222,Fig. 1,,,,
P222,Fig. 7,,,,
P222,Fig. 6,,,,
P222,Fig. 3,,,,
P222,Fig. 5,,,,
P224,Fig. 2b,,,,
P224,Fig. 6d,,,,
P224,Fig. 4a,,,,
P224,Fig. 4,,,,
P224,Fig. 7b,,,,
P224,Fig. 7,,,,
P224,Fig. 1a,,,,
P224,Fig. 3b,,,,
P224,Fig. 6c,,,,
P224,Fig. 9a,,,,
P224,Fig. 2,,,,
P224,Fig. 8,,,,
P224,Fig. 1b,,,,
P224,Fig. 1,,,,
P224,Fig. 3c,,,,
P224,Fig. 3a,,,,
P224,Fig. 9b,,,,
P224,Fig. 4b,,,,
P224,Fig. 2c,,,,
P224,Fig. 7a,,,,
P224,Fig. 8a,,,,
P224,Fig. 6a,,,,
P224,Fig. 8b,,,,
P224,Fig. 3d,,,,
P224,Fig. 6,,,,
P224,Fig. 8c,,,,
P224,Fig. 3,,,,
P224,Fig. 4c,,,,
P224,Fig. 2a,,,,
P224,Fig. 5,,,,
P225,Fig. 4d,,,,
P225,Fig. 6b,,,,
P225,Fig. 2b,,,,
P225,Fig. 4,,,,
P225,Fig. 4a,,,,
P225,Fig. 1a,,,,
P225,Fig. 6c,,,,
P225,Fig. 2,,,,
P225,Fig. 1b,,,,
P225,Fig. 1,,,,
P225,Fig. 5a,,,,
P225,Fig. 4b,,,,
P225,Fig. 4e,,,,
P225,Fig. 2c,,,,
P225,Fig. 6a,,,,
P225,Fig. 6,,,,
P225,Fig. 5b,,,,
P225,Fig. 3,,,,
P225,Fig. 2a,,,,
P225,Fig. 5,,,,
P226,Fig. 1u,,,,
P226,Fig. 2,,,,
P226,Fig. 4,,,,
P226,Fig. 1,,,,
P226,Fig. 3,,,,
P227,Fig. 2d,,,,
P227,Fig. 2b,,,,
P227,Fig. 4a,,,,
P227,Fig. 4,,,,
P227,Fig. 3g,,,,
P227,Fig. 3e,,,,
P227,Fig. 3b,,,,
P227,Fig. 2i,,,,
P227,Fig. 3h,,,,
P227,Fig. 2,,,,
P227,Fig. 1,,,,
P227,Fig. 2e,,,,
P227,Fig. 3a,,,,
P227,Fig. 4e,,,,
P227,Fig. 2c,,,,
P227,Fig. 3i,,,,
P227,Fig. 4h,,,,
P227,Fig. 2j,,,,
P227,Fig. 3f,,,,
P227,Fig. 2h,,,,
P227,Fig. 3d,,,,
P227,Fig. 3,,,,
P227,Fig. 4c,,,,
P227,Fig. 5,,,,
P228,Fig. 2,,,,
P228,Fig. 4,,,,
P228,Fig. 1,,,,
P228,Fig. 7,,,,
P228,Fig. 6,,,,
P228,Fig. 3,,,,
P228,Fig. 5,,,,
P229,Fig. 2,,,,
P229,Fig. 4,,,,
P229,Fig. 1,,,,
P229,Fig. 7,,,,
P229,Fig. 6,,,,
P229,Fig. 3,,,,
P229,Fig. 5,,,,
P230,Fig. 2,,,,
P230,Fig. 4,,,,
P230,Fig. 8,,,,
P230,Fig. 1,,,,
P230,Fig. 7,,,,
P230,Fig. 6,,,,
P230,Fig. 3,,,,
P230,Fig. 9,,,,
P230,Fig. 5,,,,
P231,Fig. 2,,,,
P231,Fig. 4,,,,
P231,Fig. 8,,,,
P231,Fig. 1,,,,
P231,Fig. 7,,,,
P231,Fig. 6,,,,
P231,Fig. 3,,,,
P231,Fig. 9,,,,
P231,Fig. 12,,,,
P231,Fig. 10,,,,
P231,Fig. 11,,,,
P231,Fig. 5,,,,
P232,Fig. 2,,,,
P232,Fig. 4,,,,
P232,Fig. 8,,,,
P232,Fig. 1,,,,
P232,Fig. 7,,,,
P232,Fig. 6,,,,
P232,Fig. 3,,,,
P232,Fig. 9,,,,
P232,Fig. 10,,,,
P232,Fig. 11,,,,
P232,Fig. 5,,,,
P233,Fig. 15,,,,
P233,Fig. 4d,,,,
P233,Fig. 2d,,,,
P233,Fig. 2b,,,,
P233,Fig. 4,,,,
P233,Fig. 4a,,,,
P233,Fig. 3g,,,,
P233,Fig. 7,,,,
P233,Fig. 1f,,,,
P233,Fig. 3e,,,,
P233,Fig. 1a,,,,
P233,Fig. 3b,,,,
P233,Fig. 2i,,,,
P233,Fig. 1g,,,,
P233,Fig. 17,,,,
P233,Fig. 9,,,,
P233,Fig. 18,,,,
P233,Fig. 4f,,,,
P233,Fig. 13,,,,
P233,Fig. 2,,,,
P233,Fig. 8,,,,
P233,Fig. 1b,,,,
P233,Fig. 14,,,,
P233,Fig. 1,,,,
P233,Fig. 4g,,,,
P233,Fig. 2g,,,,
P233,Fig. 10,,,,
P233,Fig. 11,,,,
P233,Fig. 4m,,,,
P233,Fig. 2e,,,,
P233,Fig. 3a,,,,
P233,Fig. 19,,,,
P233,Fig. 4b,,,,
P233,Fig. 2c,,,,
P233,Fig. 1c,,,,
P233,Fig. 4j,,,,
P233,Fig. 12,,,,
P233,Fig. 3f,,,,
P233,Fig. 16,,,,
P233,Fig. 2h,,,,
P233,Fig. 4n,,,,
P233,Fig. 1e,,,,
P233,Fig. 3d,,,,
P233,Fig. 6,,,,
P233,Fig. 3,,,,
P233,Fig. 2a,,,,
P233,Fig. 5,,,,
P234,Fig. 4d,,,,
P234,Fig. 10e,,,,
P234,Fig. 6d,,,,
P234,Fig. 4,,,,
P234,Fig. 4a,,,,
P234,Fig. 7b,,,,
P234,Fig. 3g,,,,
P234,Fig. 7,,,,
P234,Fig. 5d,,,,
P234,Fig. 8d,,,,
P234,Fig. 10b,,,,
P234,Fig. 11d,,,,
P234,Fig. 3e,,,,
P234,Fig. 12c,,,,
P234,Fig. 3b,,,,
P234,Fig. 9,,,,
P234,Fig. 3h,,,,
P234,Fig. 12b,,,,
P234,Fig. 5c,,,,
P234,Fig. 9e,,,,
P234,Fig. 9a,,,,
P234,Fig. 10d,,,,
P234,Fig. 12g,,,,
P234,Fig. 2,,,,
P234,Fig. 8,,,,
P234,Fig. 13,,,,
P234,Fig. 1,,,,
P234,Fig. 11c,,,,
P234,Fig. 5e,,,,
P234,Fig. 5a,,,,
P234,Fig. 7d,,,,
P234,Fig. 12d,,,,
P234,Fig. 10,,,,
P234,Fig. 11,,,,
P234,Fig. 5f,,,,
P234,Fig. 3c,,,,
P234,Fig. 3a,,,,
P234,Fig. 8f,,,,
P234,Fig. 9b,,,,
P234,Fig. 4e,,,,
P234,Fig. 4b,,,,
P234,Fig. 12i,,,,
P234,Fig. 12j,,,,
P234,Fig. 6f,,,,
P234,Fig. 7a,,,,
P234,Fig. 7c,,,,
P234,Fig. 7f,,,,
P234,Fig. 8a,,,,
P234,Fig. 10c,,,,
P234,Fig. 12,,,,
P234,Fig. 3f,,,,
P234,Fig. 6a,,,,
P234,Fig. 7e,,,,
P234,Fig. 9c,,,,
P234,Fig. 6e,,,,
P234,Fig. 9d,,,,
P234,Fig. 11a,,,,
P234,Fig. 10f,,,,
P234,Fig. 12e,,,,
P234,Fig. 12f,,,,
P234,Fig. 12a,,,,
P234,Fig. 10a,,,,
P234,Fig. 11e,,,,
P234,Fig. 12h,,,,
P234,Fig. 3d,,,,
P234,Fig. 6,,,,
P234,Fig. 8c,,,,
P234,Fig. 11b,,,,
P234,Fig. 5b,,,,
P234,Fig. 3,,,,
P234,Fig. 4c,,,,
P234,Fig. 6c,,,,
P234,Fig. 5,,,,
P235,Fig. 6b,,,,
P235,Fig. 2d,,,,
P235,Fig. 4,,,,
P235,Fig. 5g,,,,
P235,Fig. 3e,,,,
P235,Fig. 2i,,,,
P235,Fig. 5c,,,,
P235,Fig. 2,,,,
P235,Fig. 1b,,,,
P235,Fig. 1,,,,
P235,Fig. 5e,,,,
P235,Fig. 5a,,,,
P235,Fig. 5h,,,,
P235,Fig. 5f,,,,
P235,Fig. 3a,,,,
P235,Fig. 2c,,,,
P235,Fig. 1c,,,,
P235,Fig. 5i,,,,
P235,Fig. 4j,,,,
P235,Fig. 2j,,,,
P235,Fig. 3f,,,,
P235,Fig. 6a,,,,
P235,Fig. 1d,,,,
P235,Fig. 2h,,,,
P235,Fig. 6e,,,,
P235,Fig. 1e,,,,
P235,Fig. 3d,,,,
P235,Fig. 6,,,,
P235,Fig. 3,,,,
P235,Fig. 2k,,,,
P235,Fig. 4c,,,,
P235,Fig. 5,,,,
P236,Fig. 4d,,,,
P236,Fig. 6b,,,,
P236,Fig. 2d,,,,
P236,Fig. 2b,,,,
P236,Fig. 6d,,,,
P236,Fig. 4a,,,,
P236,Fig. 4,,,,
P236,Fig. 7b,,,,
P236,Fig. 3g,,,,
P236,Fig. 5d,,,,
P236,Fig. 4i,,,,
P236,Fig. 5g,,,,
P236,Fig. 7,,,,
P236,Fig. 3e,,,,
P236,Fig. 1a,,,,
P236,Fig. 3b,,,,
P236,Fig. 2i,,,,
P236,Fig. 3h,,,,
P236,Fig. 5c,,,,
P236,Fig. 4f,,,,
P236,Fig. 2,,,,
P236,Fig. 1b,,,,
P236,Fig. 4g,,,,
P236,Fig. 1,,,,
P236,Fig. 5e,,,,
P236,Fig. 5a,,,,
P236,Fig. 2g,,,,
P236,Fig. 5h,,,,
P236,Fig. 7d,,,,
P236,Fig. 5f,,,,
P236,Fig. 3c,,,,
P236,Fig. 3a,,,,
P236,Fig. 2e,,,,
P236,Fig. 5l,,,,
P236,Fig. 4b,,,,
P236,Fig. 4e,,,,
P236,Fig. 5m,,,,
P236,Fig. 2c,,,,
P236,Fig. 1c,,,,
P236,Fig. 5i,,,,
P236,Fig. 4h,,,,
P236,Fig. 2j,,,,
P236,Fig. 3f,,,,
P236,Fig. 7e,,,,
P236,Fig. 2h,,,,
P236,Fig. 5k,,,,
P236,Fig. 3d,,,,
P236,Fig. 6,,,,
P236,Fig. 5b,,,,
P236,Fig. 3,,,,
P236,Fig. 4c,,,,
P236,Fig. 2a,,,,
P236,Fig. 5,,,,
P237,Fig. 4d,,,,
P237,Fig. 2d,,,,
P237,Fig. 2b,,,,
P237,Fig. 4a,,,,
P237,Fig. 4,,,,
P237,Fig. 3e,,,,
P237,Fig. 1a,,,,
P237,Fig. 3b,,,,
P237,Fig. 2,,,,
P237,Fig. 1b,,,,
P237,Fig. 1,,,,
P237,Fig. 3c,,,,
P237,Fig. 3a,,,,
P237,Fig. 4b,,,,
P237,Fig. 2c,,,,
P237,Fig. 1c,,,,
P237,Fig. 1d,,,,
P237,Fig. 3d,,,,
P237,Fig. 3,,,,
P237,Fig. 4c,,,,
P237,Fig. 2a,,,,
P238,Fig. 4d,,,,
P238,Fig. 2d,,,,
P238,Fig. 2b,,,,
P238,Fig. 4a,,,,
P238,Fig. 4,,,,
P238,Fig. 3g,,,,
P238,Fig. 3e,,,,
P238,Fig. 3b,,,,
P238,Fig. 4f,,,,
P238,Fig. 2,,,,
P238,Fig. 1,,,,
P238,Fig. 3c,,,,
P238,Fig. 2e,,,,
P238,Fig. 3a,,,,
P238,Fig. 4e,,,,
P238,Fig. 4b,,,,
P238,Fig. 2c,,,,
P238,Fig. 3d,,,,
P238,Fig. 3,,,,
P238,Fig. 4c,,,,
P238,Fig. 2a,,,,
P239,Fig. 15,,,,
P239,Fig. 4d,,,,
P239,Fig. 2d,,,,
P239,Fig. 2b,,,,
P239,Fig. 4,,,,
P239,Fig. 4a,,,,
P239,Fig. 7,,,,
P239,Fig. 1f,,,,
P239,Fig. 1a,,,,
P239,Fig. 3b,,,,
P239,Fig. 1g,,,,
P239,Fig. 9,,,,
P239,Fig. 13,,,,
P239,Fig. 2,,,,
P239,Fig. 8,,,,
P239,Fig. 14,,,,
P239,Fig. 1,,,,
P239,Fig. 3c,,,,
P239,Fig. 2e,,,,
P239,Fig. 3a,,,,
P239,Fig. 4e,,,,
P239,Fig. 4b,,,,
P239,Fig. 2c,,,,
P239,Fig. 1c,,,,
P239,Fig. 12,,,,
P239,Fig. 16,,,,
P239,Fig. 1d,,,,
P239,Fig. 1e,,,,
P239,Fig. 6,,,,
P239,Fig. 3,,,,
P239,Fig. 4c,,,,
P239,Fig. 2a,,,,
P239,Fig. 5,,,,
P240,Fig. 2d,,,,
P240,Fig. 2b,,,,
P240,Fig. 4a,,,,
P240,Fig. 4,,,,
P240,Fig. 3e,,,,
P240,Fig. 5c,,,,
P240,Fig. 2,,,,
P240,Fig. 1,,,,
P240,Fig. 5a,,,,
P240,Fig. 3c,,,,
P240,Fig. 3a,,,,
P240,Fig. 4b,,,,
P240,Fig. 2c,,,,
P240,Fig. 3f,,,,
P240,Fig. 3d,,,,
P240,Fig. 5b,,,,
P240,Fig. 3,,,,
P240,Fig. 4c,,,,
P240,Fig. 2a,,,,
P240,Fig. 5,,,,
P241,Fig. 4d,,,,
P241,Fig. 2d,,,,
P241,Fig. 2b,,,,
P241,Fig. 6d,,,,
P241,Fig. 4,,,,
P241,Fig. 4a,,,,
P241,Fig. 7b,,,,
P241,Fig. 7,,,,
P241,Fig. 3e,,,,
P241,Fig. 1a,,,,
P241,Fig. 3b,,,,
P241,Fig. 9,,,,
P241,Fig. 6c,,,,
P241,Fig. 5c,,,,
P241,Fig. 9e,,,,
P241,Fig. 9a,,,,
P241,Fig. 9g,,,,
P241,Fig. 2,,,,
P241,Fig. 8,,,,
P241,Fig. 1,,,,
P241,Fig. 7d,,,,
P241,Fig. 3c,,,,
P241,Fig. 3a,,,,
P241,Fig. 9b,,,,
P241,Fig. 4b,,,,
P241,Fig. 2c,,,,
P241,Fig. 1c,,,,
P241,Fig. 9f,,,,
P241,Fig. 7a,,,,
P241,Fig. 7c,,,,
P241,Fig. 8a,,,,
P241,Fig. 3f,,,,
P241,Fig. 6a,,,,
P241,Fig. 7e,,,,
P241,Fig. 9c,,,,
P241,Fig. 1d,,,,
P241,Fig. 6e,,,,
P241,Fig. 9d,,,,
P241,Fig. 8e,,,,
P241,Fig. 3d,,,,
P241,Fig. 6,,,,
P241,Fig. 5b,,,,
P241,Fig. 3,,,,
P241,Fig. 4c,,,,
P241,Fig. 2a,,,,
P241,Fig. 5,,,,
P242,Fig. 4d,,,,
P242,Fig. 6b,,,,
P242,Fig. 2d,,,,
P242,Fig. 2b,,,,
P242,Fig. 6d,,,,
P242,Fig. 4a,,,,
P242,Fig. 4,,,,
P242,Fig. 3g,,,,
P242,Fig. 5d,,,,
P242,Fig. 4i,,,,
P242,Fig. 5g,,,,
P242,Fig. 3e,,,,
P242,Fig. 1a,,,,
P242,Fig. 3b,,,,
P242,Fig. 2i,,,,
P242,Fig. 4k,,,,
P242,Fig. 3h,,,,
P242,Fig. 6c,,,,
P242,Fig. 2f,,,,
P242,Fig. 5c,,,,
P242,Fig. 4f,,,,
P242,Fig. 5j,,,,
P242,Fig. 2,,,,
P242,Fig. 1b,,,,
P242,Fig. 4g,,,,
P242,Fig. 1,,,,
P242,Fig. 5e,,,,
P242,Fig. 6g,,,,
P242,Fig. 5a,,,,
P242,Fig. 5h,,,,
P242,Fig. 5n,,,,
P242,Fig. 5f,,,,
P242,Fig. 3c,,,,
P242,Fig. 2e,,,,
P242,Fig. 3a,,,,
P242,Fig. 5l,,,,
P242,Fig. 4b,,,,
P242,Fig. 4e,,,,
P242,Fig. 5m,,,,
P242,Fig. 2c,,,,
P242,Fig. 3i,,,,
P242,Fig. 1c,,,,
P242,Fig. 5i,,,,
P242,Fig. 6f,,,,
P242,Fig. 4j,,,,
P242,Fig. 4h,,,,
P242,Fig. 2j,,,,
P242,Fig. 3f,,,,
P242,Fig. 6a,,,,
P242,Fig. 5o,,,,
P242,Fig. 2h,,,,
P242,Fig. 5k,,,,
P242,Fig. 6e,,,,
P242,Fig. 4l,,,,
P242,Fig. 3d,,,,
P242,Fig. 6,,,,
P242,Fig. 5b,,,,
P242,Fig. 3,,,,
P242,Fig. 2k,,,,
P242,Fig. 4c,,,,
P242,Fig. 2a,,,,
P242,Fig. 5,,,,
P244,Fig. 2,,,,
P244,Fig. 4,,,,
